"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","high","0.0","4.7","0.0","0.4","3.9","0.0","0.0","1.5"
"","low","0.0","4.7","0.0","0.4","3.9","0.0","0.0","1.5"
"Dexter Williams","GB","1.7","7.1","0.1","0.1","1.1","0.0","0.0","1.5"
"","high","1.7","7.1","0.1","0.1","1.1","0.0","0.0","1.5"
"","low","1.7","7.1","0.1","0.1","1.1","0.0","0.0","1.5"
"Ty Montgomery","NO","0.0","1.7","0.0","0.6","4.4","0.0","0.0","1.4"
"","high","0.0","1.7","0.0","0.6","4.4","0.0","0.0","1.4"
"","low","0.0","1.7","0.0","0.6","4.4","0.0","0.0","1.4"
"Mike Weber","GB","1.3","5.4","0.1","0.1","1.1","0.0","0.0","1.4"
"","high","1.3","5.4","0.1","0.1","1.1","0.0","0.0","1.4"
"","low","1.3","5.4","0.1","0.1","1.1","0.0","0.0","1.4"
"Anthony Sherman","KC","0.4","0.3","0.0","0.4","2.6","0.1","0.0","1.3"
"","high","0.4","0.6","0.0","0.5","4.0","0.2","0.0","2.0"
"","low","0.4","0.0","0.0","0.3","1.3","0.0","0.0","0.6"
"Elijhaa Penny","NYG","2.9","5.4","0.0","0.5","2.1","0.0","0.0","1.3"
"","high","2.9","8.6","0.0","0.7","2.5","0.0","0.0","1.0"
"","low","2.9","2.2","0.0","0.3","1.6","0.0","0.0","1.0"
"Keith Smith","ATL","0.0","2.3","0.0","0.5","2.6","0.0","0.0","1.2"
"","high","0.0","2.3","0.0","0.5","2.6","0.0","0.0","1.2"
"","low","0.0","2.3","0.0","0.5","2.6","0.0","0.0","1.2"
"Rico Dowdle","DAL","0.0","4.3","0.0","0.4","1.5","0.0","0.0","1.2"
"","high","0.0","4.3","0.0","0.4","1.5","0.0","0.0","1.2"
"","low","0.0","4.3","0.0","0.4","1.5","0.0","0.0","1.2"
"Xavier Jones","LAR","0.0","2.0","0.0","0.4","3.1","0.0","0.0","1.1"
"","high","0.0","2.0","0.0","0.4","3.1","0.0","0.0","1.1"
"","low","0.0","2.0","0.0","0.4","3.1","0.0","0.0","1.1"
"Gabe Nabers","LAC","0.2","0.5","0.0","0.3","2.3","0.1","0.0","1.0"
"","high","0.2","0.8","0.0","0.5","3.2","0.1","0.0","1.1"
"","low","0.2","0.2","0.0","0.2","1.3","0.0","0.0","0.9"
"Khari Blasingame","TEN","0.0","0.0","0.0","0.4","3.3","0.0","0.0","0.9"
"","high","0.0","0.0","0.0","0.4","3.3","0.0","0.0","0.9"
"","low","0.0","0.0","0.0","0.4","3.3","0.0","0.0","0.9"
"Taiwan Jones","BUF","0.0","0.1","0.0","0.3","2.9","0.0","0.0","0.7"
"","high","0.0","0.1","0.0","0.3","2.9","0.0","0.0","0.7"
"","low","0.0","0.1","0.0","0.3","2.9","0.0","0.0","0.7"
"Derek Watt","PIT","0.0","0.4","0.0","0.2","1.1","0.0","0.0","0.5"
"","high","0.0","0.4","0.0","0.2","1.1","0.0","0.0","0.5"
"","low","0.0","0.4","0.0","0.2","1.1","0.0","0.0","0.5"
"Michael Burton","NO","0.0","1.3","0.0","0.2","0.2","0.0","0.0","0.5"
"","high","0.0","1.3","0.0","0.2","0.2","0.0","0.0","0.5"
"","low","0.0","1.3","0.0","0.2","0.2","0.0","0.0","0.5"
"Nick Bellore","SEA","0.1","0.3","0.0","0.2","1.6","0.0","0.0","0.5"
"","high","0.1","0.5","0.0","0.3","2.1","0.0","0.0","0.6"
"","low","0.1","0.0","0.0","0.1","1.2","0.0","0.0","0.4"
"Andy Janovich","CLE","0.0","0.1","0.0","0.3","1.3","0.0","0.0","0.5"
"","high","0.0","0.1","0.0","0.3","1.3","0.0","0.0","0.5"
"","low","0.0","0.1","0.0","0.3","1.3","0.0","0.0","0.5"
"Sewo Olonilua","DAL","0.3","1.2","0.0","0.1","0.6","0.0","0.0","0.3"
"","high","0.3","1.2","0.0","0.1","0.6","0.0","0.0","0.3"
"","low","0.3","1.2","0.0","0.1","0.6","0.0","0.0","0.3"
""
""
