"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","high","2.0","9.0","0.1","0.4","2.8","0.0","0.0","1.8"
"","low","2.0","3.2","0.0","0.3","2.1","0.0","0.0","0.7"
"Alec Ingold","LV","0.0","0.0","0.0","1.1","8.5","0.1","0.0","1.2"
"","high","0.0","0.0","0.0","1.1","8.5","0.1","0.0","1.2"
"","low","0.0","0.0","0.0","1.1","8.5","0.1","0.0","1.2"
"Darrynton Evans","TEN","3.0","9.6","0.0","1.1","3.1","0.0","0.0","1.2"
"","high","3.0","9.6","0.0","1.1","3.1","0.0","0.0","0.0"
"","low","3.0","9.6","0.0","1.1","3.1","0.0","0.0","0.0"
"LeSean McCoy","TB","4.5","5.8","0.0","0.9","4.4","0.0","0.0","1.2"
"","high","4.5","8.2","0.0","1.0","5.8","0.0","0.0","1.3"
"","low","4.5","3.5","0.0","0.8","3.0","0.0","0.0","1.3"
"Jonathan Williams","DET","5.2","11.1","0.0","2.7","2.7","0.0","0.1","1.1"
"","high","5.2","11.1","0.0","2.7","2.7","0.0","0.1","0.0"
"","low","5.2","11.1","0.0","2.7","2.7","0.0","0.1","0.0"
"Rico Dowdle","DAL","0.0","6.5","0.0","0.3","1.6","0.0","0.0","1.1"
"","high","0.0","6.5","0.0","0.3","1.6","0.0","0.0","1.1"
"","low","0.0","6.5","0.0","0.3","1.6","0.0","0.0","1.1"
"C.J. Ham","MIN","1.0","3.6","0.0","0.8","5.9","0.0","0.0","1.1"
"","high","1.0","5.8","0.0","1.0","7.4","0.0","0.0","0.8"
"","low","1.0","1.5","0.0","0.6","4.3","0.0","0.0","0.8"
"Elijhaa Penny","NYG","3.1","6.6","0.0","0.5","2.8","0.0","0.0","1.1"
"","high","3.1","10.1","0.0","0.7","2.9","0.0","0.0","0.8"
"","low","3.1","3.1","0.0","0.3","2.7","0.0","0.0","0.8"
"D'Ernest Johnson","CLE","2.7","7.3","0.0","0.5","2.3","0.0","0.0","1.0"
"","high","3.2","10.3","0.0","1.2","3.3","0.0","0.0","1.1"
"","low","2.1","1.3","0.0","0.1","0.9","0.0","0.0","0.5"
"Buddy Howell","HOU","3.2","6.7","0.0","0.7","2.4","0.0","0.0","1.0"
"","high","3.2","10.3","0.0","1.2","3.3","0.0","0.0","0.6"
"","low","3.2","3.2","0.0","0.3","1.4","0.0","0.0","0.6"
"Nathan Cottrell","JAC","0.0","2.6","0.0","0.4","4.3","0.0","0.0","0.9"
"","high","0.0","2.6","0.0","0.4","4.3","0.0","0.0","0.9"
"","low","0.0","2.6","0.0","0.4","4.3","0.0","0.0","0.9"
"Xavier Jones","LAR","0.0","2.7","0.0","0.3","3.2","0.0","0.0","0.8"
"","high","0.0","2.7","0.0","0.3","3.2","0.0","0.0","0.8"
"","low","0.0","2.7","0.0","0.3","3.2","0.0","0.0","0.8"
"Darwin Thompson","KC","0.0","3.9","0.0","0.3","1.1","0.0","0.0","0.7"
"","high","0.0","3.9","0.0","0.3","1.1","0.0","0.0","0.7"
"","low","0.0","3.9","0.0","0.3","1.1","0.0","0.0","0.7"
"Taiwan Jones","BUF","0.0","0.8","0.0","0.3","3.9","0.0","0.0","0.7"
"","high","0.0","0.8","0.0","0.3","3.9","0.0","0.0","0.7"
"","low","0.0","0.8","0.0","0.3","3.9","0.0","0.0","0.7"
"Anthony Sherman","KC","0.4","0.4","0.0","0.4","2.6","0.1","0.0","0.6"
"","high","0.4","0.7","0.0","0.5","4.6","0.1","0.0","1.1"
"","low","0.4","0.0","0.0","0.2","0.6","0.0","0.0","0.1"
"Gabe Nabers","LAC","0.2","0.5","0.0","0.3","1.8","0.1","0.0","0.6"
"","high","0.2","0.9","0.0","0.4","2.3","0.1","0.0","0.8"
"","low","0.2","0.0","0.0","0.2","1.3","0.0","0.0","0.4"
"Keith Smith","ATL","0.0","1.1","0.0","0.4","2.4","0.0","0.0","0.5"
"","high","0.0","1.1","0.0","0.4","2.4","0.0","0.0","0.5"
"","low","0.0","1.1","0.0","0.4","2.4","0.0","0.0","0.5"
"Alex Armah","CAR","0.0","2.1","0.0","0.3","1.2","0.0","0.0","0.5"
"","high","0.0","2.1","0.0","0.3","1.2","0.0","0.0","0.5"
"","low","0.0","2.1","0.0","0.3","1.2","0.0","0.0","0.5"
"Andy Janovich","CLE","0.0","0.7","0.0","0.3","2.1","0.0","0.0","0.5"
"","high","0.0","0.7","0.0","0.3","2.1","0.0","0.0","0.5"
"","low","0.0","0.7","0.0","0.3","2.1","0.0","0.0","0.5"
"Dwayne Washington","NO","0.0","1.7","0.0","0.3","2.1","0.0","0.0","0.4"
"","high","0.0","1.7","0.0","0.3","2.1","0.0","0.0","0.4"
"","low","0.0","1.7","0.0","0.3","2.1","0.0","0.0","0.4"
"Nick Bellore","SEA","0.0","0.6","0.0","0.3","1.8","0.0","0.0","0.4"
"","high","0.0","0.6","0.0","0.3","1.8","0.0","0.0","0.4"
"","low","0.0","0.6","0.0","0.3","1.8","0.0","0.0","0.4"
"Chandler Cox","MIA","0.0","0.3","0.0","0.3","1.8","0.0","0.0","0.3"
"","high","0.0","0.3","0.0","0.3","1.8","0.0","0.0","0.3"
"","low","0.0","0.3","0.0","0.3","1.8","0.0","0.0","0.3"
"Patrick Ricard","BAL","0.0","0.0","0.0","0.5","2.3","0.0","0.0","0.3"
"","high","0.0","0.0","0.0","0.5","2.3","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.5","2.3","0.0","0.0","0.3"
"Khari Blasingame","TEN","0.0","0.0","0.0","0.3","1.8","0.0","0.0","0.2"
"","high","0.0","0.0","0.0","0.3","1.8","0.0","0.0","0.2"
"","low","0.0","0.0","0.0","0.3","1.8","0.0","0.0","0.2"
"Michael Burton","NO","0.0","0.8","0.0","0.2","0.2","0.0","0.0","0.2"
"","high","0.0","0.8","0.0","0.2","0.2","0.0","0.0","0.2"
"","low","0.0","0.8","0.0","0.2","0.2","0.0","0.0","0.2"
"Derek Watt","PIT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"T.J. Yeldon","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
